"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from daily flask and in situ (continuous) data. "
" South Pole                                                                                "
"  In situ data is sporadically used only during a limited time period from 1960 to 1963"
"  Outside this period, the record is entirely flask-based"
"                                                                                           "
" Source: R. F. Keeling and S. J. Walker                                                    "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling AT ucsd.edu) and         "
" Dr. Stephen Walker (sjwalker AT ucsd.edu), Scripps CO2 Program.                           "
"                                                                                           "
" Flask data from archive dated 17-May-2022 14:09:39                                        "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2012 SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are reported on the Scripps '12' Calibration scale                     "
1998, 09,   36053, 1998.7068,   365.02,   364.46,     364.83,   364.27,     365.02,   364.46
1998, 10,   36083, 1998.7890,   365.05,   364.52,     364.98,   364.46,     365.05,   364.52
1998, 11,   36114, 1998.8740,   365.15,   364.79,     365.01,   364.65,     365.15,   364.79
1998, 12,   36144, 1998.9562,   365.02,   364.86,     364.98,   364.82,     365.02,   364.86
1999, 01,   36175, 1999.0411,   364.98,   365.07,     364.89,   364.98,     364.98,   365.07
1999, 02,   36206, 1999.1260,   364.80,   365.17,     364.76,   365.14,     364.80,   365.17
1999, 03,   36234, 1999.2027,   364.86,   365.39,     364.75,   365.27,     364.86,   365.39
1999, 04,   36265, 1999.2877,   365.04,   365.53,     364.92,   365.41,     365.04,   365.53
1999, 05,   36295, 1999.3699,   365.10,   365.49,     365.15,   365.54,     365.10,   365.49
1999, 06,   36326, 1999.4548,      NaN,      NaN,     365.43,   365.67,     365.43,   365.67
1999, 07,   36356, 1999.5370,   365.71,   365.65,     365.85,   365.79,     365.71,   365.65
1999, 08,   36387, 1999.6219,   365.96,   365.56,     366.31,   365.91,     365.96,   365.56
1999, 09,   36418, 1999.7068,   366.40,   365.84,     366.60,   366.04,     366.40,   365.84
1999, 10,   36448, 1999.7890,   366.54,   366.01,     366.68,   366.16,     366.54,   366.01
1999, 11,   36479, 1999.8740,   366.77,   366.41,     366.64,   366.28,     366.77,   366.41
1999, 12,   36509, 1999.9562,   366.84,   366.68,     366.55,   366.40,     366.84,   366.68
2000, 01,   36540, 2000.0410,   366.52,   366.61,     366.42,   366.51,     366.52,   366.61
2000, 02,   36571, 2000.1257,   366.54,   366.91,     366.25,   366.62,     366.54,   366.91
2000, 03,   36600, 2000.2049,      NaN,      NaN,     366.19,   366.72,     366.19,   366.72
2000, 04,   36631, 2000.2896,   366.51,   367.00,     366.33,   366.82,     366.51,   367.00
2000, 05,   36661, 2000.3716,   366.63,   367.02,     366.53,   366.92,     366.63,   367.02
2000, 06,   36692, 2000.4563,   366.85,   367.08,     366.78,   367.01,     366.85,   367.08
2000, 07,   36722, 2000.5383,   367.17,   367.10,     367.17,   367.10,     367.17,   367.10
2000, 08,   36753, 2000.6230,   367.58,   367.18,     367.59,   367.19,     367.58,   367.18
2000, 09,   36784, 2000.7077,   367.70,   367.14,     367.85,   367.28,     367.70,   367.14
2000, 10,   36814, 2000.7896,   367.80,   367.27,     367.90,   367.37,     367.80,   367.27
2000, 11,   36845, 2000.8743,   367.93,   367.57,     367.83,   367.47,     367.93,   367.57
2000, 12,   36875, 2000.9563,   367.88,   367.73,     367.73,   367.57,     367.88,   367.73
2001, 01,   36906, 2001.0411,   367.87,   367.96,     367.58,   367.67,     367.87,   367.96
2001, 02,   36937, 2001.1260,   367.16,   367.53,     367.41,   367.79,     367.16,   367.53
2001, 03,   36965, 2001.2027,   367.10,   367.63,     367.37,   367.90,     367.10,   367.63
2001, 04,   36996, 2001.2877,   367.43,   367.92,     367.53,   368.03,     367.43,   367.92
2001, 05,   37026, 2001.3699,   367.66,   368.06,     367.77,   368.17,     367.66,   368.06
2001, 06,   37057, 2001.4548,   367.99,   368.23,     368.08,   368.32,     367.99,   368.23
2001, 07,   37087, 2001.5370,   368.37,   368.30,     368.54,   368.48,     368.37,   368.30
2001, 08,   37118, 2001.6219,   368.92,   368.52,     369.05,   368.65,     368.92,   368.52
2001, 09,   37149, 2001.7068,   369.50,   368.94,     369.40,   368.83,     369.50,   368.94
2001, 10,   37179, 2001.7890,   369.65,   369.12,     369.55,   369.02,     369.65,   369.12
2001, 11,   37210, 2001.8740,   369.53,   369.17,     369.58,   369.21,     369.53,   369.17
2001, 12,   37240, 2001.9562,   369.31,   369.15,     369.57,   369.41,     369.31,   369.15
2002, 01,   37271, 2002.0411,   369.37,   369.46,     369.52,   369.61,     369.37,   369.46
2002, 02,   37302, 2002.1260,   369.57,   369.94,     369.45,   369.82,     369.57,   369.94
2002, 03,   37330, 2002.2027,   369.68,   370.20,     369.48,   370.01,     369.68,   370.20
2002, 04,   37361, 2002.2877,   369.78,   370.28,     369.72,   370.22,     369.78,   370.28
2002, 05,   37391, 2002.3699,   370.06,   370.46,     370.02,   370.42,     370.06,   370.46
2002, 06,   37422, 2002.4548,   370.46,   370.70,     370.38,   370.62,     370.46,   370.70
2002, 07,   37452, 2002.5370,   370.95,   370.89,     370.88,   370.82,     370.95,   370.89
2002, 08,   37483, 2002.6219,   371.54,   371.13,     371.42,   371.02,     371.54,   371.13
2002, 09,   37514, 2002.7068,   371.77,   371.20,     371.78,   371.21,     371.77,   371.20
2002, 10,   37544, 2002.7890,   371.89,   371.36,     371.93,   371.40,     371.89,   371.36
2002, 11,   37575, 2002.8740,   371.88,   371.52,     371.96,   371.59,     371.88,   371.52
2002, 12,   37605, 2002.9562,   371.67,   371.51,     371.93,   371.77,     371.67,   371.51
2003, 01,   37636, 2003.0411,   372.00,   372.09,     371.87,   371.96,     372.00,   372.09
2003, 02,   37667, 2003.1260,   371.85,   372.22,     371.77,   372.14,     371.85,   372.22
2003, 03,   37695, 2003.2027,   371.77,   372.30,     371.77,   372.30,     371.77,   372.30
2003, 04,   37726, 2003.2877,   372.06,   372.56,     371.98,   372.48,     372.06,   372.56
2003, 05,   37756, 2003.3699,   372.40,   372.79,     372.25,   372.64,     372.40,   372.79
2003, 06,   37787, 2003.4548,   372.66,   372.90,     372.57,   372.81,     372.66,   372.90
2003, 07,   37817, 2003.5370,   373.04,   372.98,     373.03,   372.96,     373.04,   372.98
2003, 08,   37848, 2003.6219,   373.48,   373.08,     373.53,   373.12,     373.48,   373.08
2003, 09,   37879, 2003.7068,   373.97,   373.41,     373.85,   373.28,     373.97,   373.41
2003, 10,   37909, 2003.7890,   373.89,   373.36,     373.96,   373.43,     373.89,   373.36
2003, 11,   37940, 2003.8740,   373.72,   373.35,     373.95,   373.58,     373.72,   373.35
2003, 12,   37970, 2003.9562,   373.69,   373.53,     373.90,   373.74,     373.69,   373.53
2004, 01,   38001, 2004.0410,   373.66,   373.75,     373.80,   373.89,     373.66,   373.75
2004, 02,   38032, 2004.1257,   373.56,   373.93,     373.67,   374.05,     373.56,   373.93
2004, 03,   38061, 2004.2049,   373.93,   374.46,     373.66,   374.20,     373.93,   374.46
2004, 04,   38092, 2004.2896,   373.97,   374.47,     373.86,   374.35,     373.97,   374.47
2004, 05,   38122, 2004.3716,   374.16,   374.55,     374.11,   374.50,     374.16,   374.55
2004, 06,   38153, 2004.4563,   374.57,   374.80,     374.42,   374.65,     374.57,   374.80
2004, 07,   38183, 2004.5383,   374.98,   374.91,     374.87,   374.80,     374.98,   374.91
2004, 08,   38214, 2004.6230,   375.47,   375.06,     375.36,   374.95,     375.47,   375.06
2004, 09,   38245, 2004.7077,   375.62,   375.05,     375.68,   375.11,     375.62,   375.05
2004, 10,   38275, 2004.7896,   375.70,   375.17,     375.79,   375.26,     375.70,   375.17
2004, 11,   38306, 2004.8743,   375.61,   375.25,     375.79,   375.42,     375.61,   375.25
2004, 12,   38336, 2004.9563,   375.37,   375.20,     375.75,   375.59,     375.37,   375.20
2005, 01,   38367, 2005.0411,   375.44,   375.53,     375.67,   375.76,     375.44,   375.53
2005, 02,   38398, 2005.1260,   375.33,   375.71,     375.57,   375.94,     375.33,   375.71
2005, 03,   38426, 2005.2027,   375.69,   376.22,     375.58,   376.11,     375.69,   376.22
2005, 04,   38457, 2005.2877,   375.83,   376.33,     375.80,   376.30,     375.83,   376.33
2005, 05,   38487, 2005.3699,   376.24,   376.63,     376.08,   376.48,     376.24,   376.63
2005, 06,   38518, 2005.4548,   376.54,   376.78,     376.43,   376.67,     376.54,   376.78
2005, 07,   38548, 2005.5370,      NaN,      NaN,     376.91,   376.84,     376.91,   376.84
2005, 08,   38579, 2005.6219,      NaN,      NaN,     377.43,   377.03,     377.43,   377.03
2005, 09,   38610, 2005.7068,   377.83,   377.26,     377.77,   377.20,     377.83,   377.26
2005, 10,   38640, 2005.7890,   378.09,   377.56,     377.90,   377.37,     378.09,   377.56
2005, 11,   38671, 2005.8740,   377.75,   377.38,     377.90,   377.54,     377.75,   377.38
2005, 12,   38701, 2005.9562,   377.91,   377.75,     377.86,   377.69,     377.91,   377.75
2006, 01,   38732, 2006.0411,   377.91,   378.00,     377.76,   377.85,     377.91,   378.00
2006, 02,   38763, 2006.1260,   377.66,   378.04,     377.63,   378.01,     377.66,   378.04
2006, 03,   38791, 2006.2027,   377.69,   378.22,     377.61,   378.14,     377.69,   378.22
2006, 04,   38822, 2006.2877,      NaN,      NaN,     377.79,   378.29,     377.79,   378.29
2006, 05,   38852, 2006.3699,   378.10,   378.49,     378.03,   378.43,     378.10,   378.49
2006, 06,   38883, 2006.4548,   378.43,   378.67,     378.33,   378.57,     378.43,   378.67
2006, 07,   38913, 2006.5370,   378.95,   378.88,     378.77,   378.70,     378.95,   378.88
2006, 08,   38944, 2006.6219,   379.33,   378.92,     379.25,   378.85,     379.33,   378.92
2006, 09,   38975, 2006.7068,   379.33,   378.76,     379.56,   378.99,     379.33,   378.76
2006, 10,   39005, 2006.7890,   379.39,   378.86,     379.67,   379.14,     379.39,   378.86
2006, 11,   39036, 2006.8740,   379.43,   379.06,     379.66,   379.29,     379.43,   379.06
2006, 12,   39066, 2006.9562,      NaN,      NaN,     379.61,   379.45,     379.61,   379.45
2007, 01,   39097, 2007.0411,   379.31,   379.40,     379.53,   379.62,     379.31,   379.40
2007, 02,   39128, 2007.1260,   379.37,   379.75,     379.42,   379.80,     379.37,   379.75
2007, 03,   39156, 2007.2027,   379.37,   379.90,     379.43,   379.96,     379.37,   379.90
2007, 04,   39187, 2007.2877,   379.69,   380.19,     379.65,   380.15,     379.69,   380.19
2007, 05,   39217, 2007.3699,   380.01,   380.41,     379.93,   380.33,     380.01,   380.41
2007, 06,   39248, 2007.4548,   380.39,   380.63,     380.28,   380.52,     380.39,   380.63
2007, 07,   39278, 2007.5370,   380.80,   380.73,     380.76,   380.70,     380.80,   380.73
2007, 08,   39309, 2007.6219,   381.29,   380.88,     381.29,   380.88,     381.29,   380.88
2007, 09,   39340, 2007.7068,   381.60,   381.02,     381.64,   381.07,     381.60,   381.02
2007, 10,   39370, 2007.7890,   381.76,   381.22,     381.78,   381.25,     381.76,   381.22
2007, 11,   39401, 2007.8740,   381.70,   381.33,     381.79,   381.43,     381.70,   381.33
2007, 12,   39431, 2007.9562,   381.76,   381.59,     381.76,   381.60,     381.76,   381.59
2008, 01,   39462, 2008.0410,   381.87,   381.96,     381.68,   381.77,     381.87,   381.96
2008, 02,   39493, 2008.1257,   381.61,   381.99,     381.55,   381.93,     381.61,   381.99
2008, 03,   39522, 2008.2049,   381.73,   382.26,     381.54,   382.08,     381.73,   382.26
2008, 04,   39553, 2008.2896,   381.99,   382.49,     381.73,   382.23,     381.99,   382.49
2008, 05,   39583, 2008.3716,   381.90,   382.30,     381.97,   382.37,     381.90,   382.30
2008, 06,   39614, 2008.4563,   382.18,   382.42,     382.27,   382.51,     382.18,   382.42
2008, 07,   39644, 2008.5383,   382.68,   382.61,     382.71,   382.64,     382.68,   382.61
2008, 08,   39675, 2008.6230,   383.16,   382.75,     383.18,   382.77,     383.16,   382.75
2008, 09,   39706, 2008.7077,   383.46,   382.88,     383.48,   382.90,     383.46,   382.88
2008, 10,   39736, 2008.7896,   383.37,   382.83,     383.57,   383.03,     383.37,   382.83
2008, 11,   39767, 2008.8743,   383.45,   383.08,     383.53,   383.16,     383.45,   383.08
2008, 12,   39797, 2008.9563,   383.42,   383.26,     383.45,   383.29,     383.42,   383.26
2009, 01,   39828, 2009.0411,   383.46,   383.56,     383.33,   383.42,     383.46,   383.56
2009, 02,   39859, 2009.1260,   383.17,   383.55,     383.17,   383.55,     383.17,   383.55
2009, 03,   39887, 2009.2027,   383.21,   383.74,     383.13,   383.66,     383.21,   383.74
2009, 04,   39918, 2009.2877,   383.41,   383.91,     383.29,   383.79,     383.41,   383.91
2009, 05,   39948, 2009.3699,   383.51,   383.91,     383.52,   383.92,     383.51,   383.91
2009, 06,   39979, 2009.4548,   383.84,   384.08,     383.81,   384.05,     383.84,   384.08
2009, 07,   40009, 2009.5370,   384.31,   384.25,     384.24,   384.18,     384.31,   384.25
2009, 08,   40040, 2009.6219,   384.66,   384.25,     384.72,   384.31,     384.66,   384.25
2009, 09,   40071, 2009.7068,   384.94,   384.37,     385.03,   384.45,     384.94,   384.37
2009, 10,   40101, 2009.7890,   385.12,   384.59,     385.13,   384.60,     385.12,   384.59
2009, 11,   40132, 2009.8740,   385.09,   384.72,     385.12,   384.75,     385.09,   384.72
2009, 12,   40162, 2009.9562,   384.99,   384.82,     385.06,   384.90,     384.99,   384.82
2010, 01,   40193, 2010.0411,   385.03,   385.12,     384.98,   385.07,     385.03,   385.12
2010, 02,   40224, 2010.1260,   384.63,   385.01,     384.86,   385.24,     384.63,   385.01
2010, 03,   40252, 2010.2027,   384.74,   385.28,     384.87,   385.41,     384.74,   385.28
2010, 04,   40283, 2010.2877,   384.93,   385.43,     385.09,   385.59,     384.93,   385.43
2010, 05,   40313, 2010.3699,   385.13,   385.53,     385.38,   385.78,     385.13,   385.53
2010, 06,   40344, 2010.4548,   385.64,   385.89,     385.74,   385.98,     385.64,   385.89
2010, 07,   40374, 2010.5370,   386.37,   386.31,     386.23,   386.17,     386.37,   386.31
2010, 08,   40405, 2010.6219,   386.97,   386.56,     386.77,   386.36,     386.97,   386.56
2010, 09,   40436, 2010.7068,   387.45,   386.87,     387.13,   386.55,     387.45,   386.87
2010, 10,   40466, 2010.7890,   387.44,   386.90,     387.27,   386.73,     387.44,   386.90
2010, 11,   40497, 2010.8740,   387.30,   386.93,     387.28,   386.91,     387.30,   386.93
2010, 12,   40527, 2010.9562,   387.37,   387.21,     387.23,   387.07,     387.37,   387.21
2011, 01,   40558, 2011.0411,   387.28,   387.37,     387.14,   387.23,     387.28,   387.37
2011, 02,   40589, 2011.1260,   387.41,   387.79,     387.00,   387.38,     387.41,   387.79
2011, 03,   40617, 2011.2027,   386.96,   387.50,     386.98,   387.51,     386.96,   387.50
2011, 04,   40648, 2011.2877,   387.08,   387.59,     387.15,   387.66,     387.08,   387.59
2011, 05,   40678, 2011.3699,   387.20,   387.60,     387.40,   387.80,     387.20,   387.60
2011, 06,   40709, 2011.4548,   387.62,   387.86,     387.70,   387.94,     387.62,   387.86
2011, 07,   40739, 2011.5370,   387.98,   387.92,     388.15,   388.08,     387.98,   387.92
2011, 08,   40770, 2011.6219,   388.58,   388.17,     388.64,   388.23,     388.58,   388.17
2011, 09,   40801, 2011.7068,   388.87,   388.29,     388.97,   388.39,     388.87,   388.29
2011, 10,   40831, 2011.7890,   389.17,   388.63,     389.08,   388.54,     389.17,   388.63
2011, 11,   40862, 2011.8740,   389.20,   388.83,     389.08,   388.71,     389.20,   388.83
2011, 12,   40892, 2011.9562,   388.79,   388.63,     389.03,   388.87,     388.79,   388.63
2012, 01,   40923, 2012.0410,   389.05,   389.14,     388.95,   389.04,     389.05,   389.14
2012, 02,   40954, 2012.1257,   388.85,   389.23,     388.84,   389.22,     388.85,   389.23
2012, 03,   40983, 2012.2049,   388.82,   389.36,     388.85,   389.39,     388.82,   389.36
2012, 04,   41014, 2012.2896,   388.94,   389.45,     389.08,   389.58,     388.94,   389.45
2012, 05,   41044, 2012.3716,   389.26,   389.66,     389.38,   389.78,     389.26,   389.66
2012, 06,   41075, 2012.4563,   389.52,   389.76,     389.75,   389.98,     389.52,   389.76
2012, 07,   41105, 2012.5383,   390.29,   390.22,     390.26,   390.19,     390.29,   390.22
2012, 08,   41136, 2012.6230,   390.98,   390.56,     390.83,   390.41,     390.98,   390.56
2012, 09,   41167, 2012.7077,   391.30,   390.72,     391.22,   390.64,     391.30,   390.72
2012, 10,   41197, 2012.7896,   391.39,   390.85,     391.41,   390.87,     391.39,   390.85
2012, 11,   41228, 2012.8743,   391.29,   390.92,     391.48,   391.10,     391.29,   390.92
2012, 12,   41258, 2012.9563,   391.48,   391.32,     391.50,   391.34,     391.48,   391.32
2013, 01,   41289, 2013.0411,   391.30,   391.40,     391.49,   391.59,     391.30,   391.40
2013, 02,   41320, 2013.1260,   391.35,   391.73,     391.45,   391.84,     391.35,   391.73
2013, 03,   41348, 2013.2027,   391.35,   391.89,     391.52,   392.06,     391.35,   391.89
2013, 04,   41379, 2013.2877,   391.75,   392.25,     391.81,   392.31,     391.75,   392.25
2013, 05,   41409, 2013.3699,   392.37,   392.77,     392.15,   392.55,     392.37,   392.77
2013, 06,   41440, 2013.4548,   392.85,   393.09,     392.55,   392.79,     392.85,   393.09
2013, 07,   41470, 2013.5370,   393.41,   393.35,     393.08,   393.01,     393.41,   393.35
2013, 08,   41501, 2013.6219,   393.96,   393.47,     393.82,   393.32,     393.96,   393.47
2013, 09,   41532, 2013.7068,   394.12,   393.50,     394.15,   393.53,     394.12,   393.50
2013, 10,   41562, 2013.7890,   394.07,   393.58,     394.20,   393.72,     394.07,   393.58
2013, 11,   41593, 2013.8740,   394.08,   393.79,     394.20,   393.91,     394.08,   393.79
2013, 12,   41623, 2013.9562,   394.22,   394.10,     394.20,   394.08,     394.22,   394.10
2014, 01,   41654, 2014.0411,   394.21,   394.34,     394.13,   394.26,     394.21,   394.34
2014, 02,   41685, 2014.1260,   394.06,   394.49,     393.98,   394.42,     394.06,   394.49
2014, 03,   41713, 2014.2027,   394.01,   394.60,     393.97,   394.56,     394.01,   394.60
2014, 04,   41744, 2014.2877,   394.19,   394.76,     394.13,   394.70,     394.19,   394.76
2014, 05,   41774, 2014.3699,   394.50,   394.86,     394.48,   394.84,     394.50,   394.86
2014, 06,   41805, 2014.4548,   394.75,   394.87,     394.87,   394.99,     394.75,   394.87
2014, 07,   41835, 2014.5370,   395.21,   395.05,     395.30,   395.13,     395.21,   395.05
2014, 08,   41866, 2014.6219,   395.73,   395.22,     395.80,   395.29,     395.73,   395.22
2014, 09,   41897, 2014.7068,   396.00,   395.37,     396.09,   395.46,     396.00,   395.37
2014, 10,   41927, 2014.7890,   396.12,   395.61,     396.14,   395.63,     396.12,   395.61
2014, 11,   41958, 2014.8740,   396.07,   395.75,     396.14,   395.83,     396.07,   395.75
2014, 12,   41988, 2014.9562,   396.14,   396.03,     396.14,   396.03,     396.14,   396.03
2015, 01,   42019, 2015.0411,   396.23,   396.37,     396.11,   396.24,     396.23,   396.37
2015, 02,   42050, 2015.1260,   396.00,   396.42,     396.05,   396.47,     396.00,   396.42
2015, 03,   42078, 2015.2027,   395.88,   396.51,     396.05,   396.67,     395.88,   396.51
2015, 04,   42109, 2015.2877,   396.35,   396.96,     396.30,   396.90,     396.35,   396.96
2015, 05,   42139, 2015.3699,   396.98,   397.33,     396.78,   397.13,     396.98,   397.33
2015, 06,   42170, 2015.4548,   397.45,   397.58,     397.22,   397.35,     397.45,   397.58
2015, 07,   42200, 2015.5370,   398.13,   397.98,     397.73,   397.58,     398.13,   397.98
2015, 08,   42231, 2015.6219,   398.22,   397.71,     398.32,   397.80,     398.22,   397.71
2015, 09,   42262, 2015.7068,   398.64,   398.03,     398.65,   398.04,     398.64,   398.03
2015, 10,   42292, 2015.7890,   398.62,   398.13,     398.77,   398.29,     398.62,   398.13
2015, 11,   42323, 2015.8740,   398.78,   398.47,     398.86,   398.56,     398.78,   398.47
2015, 12,   42353, 2015.9562,   398.75,   398.66,     398.93,   398.84,     398.75,   398.66
2016, 01,   42384, 2016.0410,   398.80,   398.95,     399.00,   399.15,     398.80,   398.95
2016, 02,   42415, 2016.1257,   398.85,   399.28,     399.02,   399.45,     398.85,   399.28
2016, 03,   42444, 2016.2049,   399.38,   400.01,     399.13,   399.77,     399.38,   400.01
2016, 04,   42475, 2016.2896,   399.28,   399.84,     399.53,   400.09,     399.28,   399.84
2016, 05,   42505, 2016.3716,   400.30,   400.60,     400.08,   400.39,     400.30,   400.60
2016, 06,   42536, 2016.4563,      NaN,      NaN,     400.51,   400.63,     400.51,   400.63
2016, 07,   42566, 2016.5383,   401.17,   400.99,     401.03,   400.86,     401.17,   400.99
2016, 08,   42597, 2016.6230,   401.68,   401.15,     401.59,   401.06,     401.68,   401.15
2016, 09,   42628, 2016.7077,   401.96,   401.36,     401.84,   401.24,     401.96,   401.36
2016, 10,   42658, 2016.7896,   402.06,   401.58,     401.86,   401.38,     402.06,   401.58
2016, 11,   42689, 2016.8743,   401.78,   401.45,     401.83,   401.50,     401.78,   401.45
2016, 12,   42719, 2016.9563,   401.58,   401.47,     401.72,   401.61,     401.58,   401.47
2017, 01,   42750, 2017.0411,   401.28,   401.41,     401.58,   401.72,     401.28,   401.41
2017, 02,   42781, 2017.1260,   401.60,   402.05,     401.39,   401.84,     401.60,   402.05
2017, 03,   42809, 2017.2027,   401.37,   402.02,     401.30,   401.95,     401.37,   402.02
2017, 04,   42840, 2017.2877,   401.38,   401.93,     401.53,   402.08,     401.38,   401.93
2017, 05,   42870, 2017.3699,   401.83,   402.14,     401.92,   402.23,     401.83,   402.14
2017, 06,   42901, 2017.4548,   402.17,   402.30,     402.28,   402.41,     402.17,   402.30
2017, 07,   42931, 2017.5370,   402.63,   402.47,     402.76,   402.60,     402.63,   402.47
2017, 08,   42962, 2017.6219,   403.30,   402.78,     403.34,   402.82,     403.30,   402.78
2017, 09,   42993, 2017.7068,   403.67,   403.05,     403.68,   403.06,     403.67,   403.05
2017, 10,   43023, 2017.7890,   403.77,   403.26,     403.82,   403.31,     403.77,   403.26
2017, 11,   43054, 2017.8740,      NaN,      NaN,     403.90,   403.57,     403.90,   403.57
2017, 12,   43084, 2017.9562,   403.89,   403.78,     403.93,   403.83,     403.89,   403.78
2018, 01,   43115, 2018.0411,   403.99,   404.15,     403.93,   404.09,     403.99,   404.15
2018, 02,   43146, 2018.1260,   403.91,   404.38,     403.87,   404.34,     403.91,   404.38
2018, 03,   43174, 2018.2027,   404.21,   404.88,     403.89,   404.56,     404.21,   404.88
2018, 04,   43205, 2018.2877,   404.42,   404.98,     404.22,   404.78,     404.42,   404.98
2018, 05,   43235, 2018.3699,   404.57,   404.89,     404.67,   404.98,     404.57,   404.89
2018, 06,   43266, 2018.4548,   405.01,   405.14,     405.05,   405.18,     405.01,   405.14
2018, 07,   43296, 2018.5370,      NaN,      NaN,     405.52,   405.35,     405.52,   405.35
2018, 08,   43327, 2018.6219,   405.99,   405.47,     406.06,   405.53,     405.99,   405.47
2018, 09,   43358, 2018.7068,   406.37,   405.75,     406.33,   405.71,     406.37,   405.75
2018, 10,   43388, 2018.7890,   406.52,   406.01,     406.39,   405.88,     406.52,   406.01
2018, 11,   43419, 2018.8740,   406.40,   406.06,     406.39,   406.05,     406.40,   406.06
2018, 12,   43449, 2018.9562,   406.28,   406.18,     406.33,   406.23,     406.28,   406.18
2019, 01,   43480, 2019.0411,   406.02,   406.18,     406.26,   406.42,     406.02,   406.18
2019, 02,   43511, 2019.1260,   406.35,   406.82,     406.15,   406.62,     406.35,   406.82
2019, 03,   43539, 2019.2027,   406.08,   406.75,     406.14,   406.81,     406.08,   406.75
2019, 04,   43570, 2019.2877,   406.24,   406.81,     406.47,   407.04,     406.24,   406.81
2019, 05,   43600, 2019.3699,   406.93,   407.25,     406.96,   407.28,     406.93,   407.25
2019, 06,   43631, 2019.4548,   407.35,   407.48,     407.39,   407.53,     407.35,   407.48
2019, 07,   43661, 2019.5370,   408.05,   407.88,     407.94,   407.77,     408.05,   407.88
2019, 08,   43692, 2019.6219,   408.62,   408.09,     408.55,   408.02,     408.62,   408.09
2019, 09,   43723, 2019.7068,   408.89,   408.26,     408.88,   408.26,     408.89,   408.26
2019, 10,   43753, 2019.7890,   409.00,   408.48,     409.00,   408.48,     409.00,   408.48
2019, 11,   43784, 2019.8740,   409.01,   408.67,     409.04,   408.70,     409.01,   408.67
2019, 12,   43814, 2019.9562,   409.16,   409.06,     409.01,   408.90,     409.16,   409.06
2020, 01,   43845, 2020.0410,   408.96,   409.12,     408.93,   409.10,     408.96,   409.12
2020, 02,   43876, 2020.1257,   408.87,   409.35,     408.80,   409.28,     408.87,   409.35
2020, 03,   43905, 2020.2049,   408.69,   409.37,     408.76,   409.44,     408.69,   409.37
2020, 04,   43936, 2020.2896,   409.06,   409.63,     409.04,   409.61,     409.06,   409.63
2020, 05,   43966, 2020.3716,   409.47,   409.79,     409.46,   409.78,     409.47,   409.79
2020, 06,   43997, 2020.4563,   409.75,   409.88,     409.82,   409.95,     409.75,   409.88
2020, 07,   44027, 2020.5383,   410.18,   410.01,     410.30,   410.12,     410.18,   410.01
2020, 08,   44058, 2020.6230,   410.79,   410.25,     410.85,   410.31,     410.79,   410.25
2020, 09,   44089, 2020.7077,   411.09,   410.46,     411.13,   410.50,     411.09,   410.46
2020, 10,   44119, 2020.7896,   411.06,   410.54,     411.21,   410.68,     411.06,   410.54
2020, 11,   44150, 2020.8743,   411.42,   411.07,     411.21,   410.87,     411.42,   411.07
